symbol,SL5883,SL5891,SL6658,SL7158,SL7386,SL7409,SL7629,SL7798,SL7809
ACO2,3108,4688,11369,7873,12956,8986,13122,5583,8792
ACOD1,0,0,0,1,0,2,0,1,0
ACOT1,25,33,95,41,169,93,152,50,38
ACOT11,217,386,586,377,882,593,920,509,890
ACOT12,4,5,12,10,9,6,12,6,12
ACOT13,106,169,427,297,526,387,642,251,370
ACOT2,77,110,318,199,436,210,362,179,181
ACOT4,51,65,184,178,215,222,204,192,133
ACOT6,4,11,38,10,32,23,28,37,24
ACOT7,2391,3165,6699,6787,8424,6852,7861,3957,4162
ACOT8,285,397,908,929,1216,981,1252,701,792
ACOT9,233,256,765,539,945,754,899,505,607
ACOX1,438,536,2026,1494,2007,1310,2817,1146,1737
ACOX2,28,58,96,60,156,92,169,97,177
ACOX3,167,197,575,427,626,359,812,312,519
ACOXL,5,1,16,4,17,11,19,10,7
ACOXL-AS1,8,7,20,8,17,20,9,12,10
ACP1,586,818,1734,1759,2363,1640,2594,1202,1325
ACP2,735,1099,2259,2107,2776,2000,2930,908,1553
ACP3,1,5,2,22,6,10,45,4,8
ACP4,11,16,30,15,16,20,32,26,35
ACP5,12,16,24,44,45,30,53,22,54
ACP6,72,127,307,255,295,204,416,268,364
ACP7,57,42,79,292,48,34,138,80,77
ACR,8,5,29,15,28,20,28,18,18
ACRBP,5,21,19,43,18,14,34,36,25
ACRP1,0,0,0,0,0,0,0,1,1
ACRV1,14,17,47,33,57,36,43,40,17
ACSBG1,290,756,2311,1204,1675,741,2356,921,2541
ACSBG2,4,8,28,10,22,19,25,14,33
ACSF2,56,203,451,204,416,345,440,167,412
ACSF3,293,459,760,857,847,590,1173,520,739
ACSL1,542,634,1130,2284,1620,849,3040,1074,1240
ACSL3,1620,2101,5133,5138,7390,5030,8199,3466,3783
ACSL4,1093,1369,2930,3289,4276,3292,5026,2102,2011
ACSL5,120,193,557,532,247,242,393,829,164
ACSL6,1215,1710,5362,3315,5137,3753,6485,2560,4118
ACSM1,2,2,13,6,8,8,5,10,6
ACSM2A,0,1,1,1,0,2,0,1,6
ACSM2B,0,1,0,1,0,4,1,0,6
ACSM3,1,1,14,9,7,13,14,10,9
ACSM4,2,4,13,5,10,11,10,7,9
ACSM5,7,30,49,26,97,48,143,37,92
ACSM6,0,5,8,3,7,8,3,17,8
ACSS1,722,1659,2717,2527,3934,2050,5144,1843,4183
ACSS2,697,852,1524,2233,1774,1226,2347,1448,1377
ACSS3,45,118,654,192,418,208,464,209,483
ACTA1,7,28,49,33,67,27,46,22,42
ACTA2,165,836,381,135,643,287,1130,138,1351
ACTA2-AS1,24,24,28,56,91,35,69,27,27
ACTB,16432,26269,57980,71094,73423,53326,94866,34533,47394
ACTBL2,0,0,0,0,0,0,0,1,0
ACTBP1,1,2,2,1,0,3,0,3,1
ACTBP12,0,0,3,1,2,1,0,66,2
ACTBP14,1,1,3,1,7,2,2,4,5
ACTC1,31,59,90,50,173,77,124,62,102
ACTE1P,0,1,0,3,5,2,2,2,2
ACTG1,10733,17009,42298,42476,54385,34423,52831,23085,32359
ACTG1P10,7,21,62,25,67,39,67,57,37
ACTG1P12,5,4,14,3,16,8,17,33,17
ACTG1P14,0,1,6,7,10,7,4,27,15
ACTG1P15,0,6,9,2,4,5,6,3,6
ACTG1P16,0,0,0,0,3,4,0,2,2
ACTG1P17,9,11,26,28,34,24,34,18,28
ACTG1P19,0,0,0,0,2,0,0,0,0
ACTG1P21,0,0,0,1,1,2,0,0,4
ACTG1P23,0,0,2,1,1,2,3,0,3
ACTG1P24,0,1,1,1,3,0,3,1,3
ACTG1P25,2,4,8,4,8,10,12,5,6
ACTG2,18,93,70,14,40,21,131,27,166
ACTL10,11,11,19,13,30,7,26,21,34
ACTL11P,3,3,1,1,4,4,3,3,2
ACTL6A,47,58,181,174,180,124,318,217,207
ACTL6B,1114,1547,3063,2395,3976,2749,3527,2215,1965
ACTL7A,1,0,0,0,2,2,0,2,0
ACTL7B,0,1,0,2,1,2,3,0,1
ACTL8,0,2,1,1,3,1,4,0,2
ACTL9,0,0,0,0,0,1,0,0,0
ACTN1,2412,3697,8617,5946,9172,5135,9660,5543,4334
ACTN1-AS1,0,2,4,1,4,2,2,1,0
ACTN2,938,1160,2474,2534,3704,2442,3675,1714,1604
ACTN3,5,5,12,18,8,16,17,10,11
ACTN4,4163,5111,10650,10374,12375,6717,18486,7414,9691
ACTN4P1,0,1,2,0,2,0,0,1,2
ACTP1,0,0,1,0,0,2,1,3,3
ACTR10,654,749,1717,2077,2332,1930,2740,1303,1341
ACTR1A,2787,3721,8550,7718,8695,7283,9350,4708,5236
ACTR1AP1,1,2,2,0,1,5,5,5,1
ACTR1B,2392,2770,6020,5719,6800,5363,6964,3521,3881
ACTR2,2596,2997,8572,7219,10388,7092,13092,4534,5906
ACTR3,1139,1376,3420,3146,4115,3038,4633,1992,2623
ACTR3B,600,839,1722,1861,2620,1586,2561,1201,1253
ACTR3C,18,32,56,51,84,78,90,38,44
ACTR3P2,0,0,0,0,0,1,0,0,0
ACTR5,72,105,245,231,314,152,361,195,210
ACTR6,191,206,587,633,769,572,995,426,432
ACTR6P1,0,0,1,0,0,1,0,1,1
ACTR8,179,309,784,601,935,611,963,382,701
ACTRT1,0,1,2,0,1,0,1,2,2
ACTRT2,0,0,0,0,0,1,1,0,0
ACTRT3,21,20,44,38,72,68,80,166,51
ACVR1,241,320,645,486,897,566,983,412,643
ACVR1B,1718,2096,5512,4215,5998,4114,6305,3097,2792
ACVR1C,135,150,369,394,773,315,830,311,435
ACVR2A,218,261,547,499,872,545,1115,397,427
ACVR2B,267,343,851,752,1042,663,1386,456,673
ACVR2B-AS1,14,15,48,49,47,36,41,26,39
ACVRL1,360,308,1679,737,808,577,1119,696,727
ACY1,15,25,36,26,55,34,61,32,29
ACY3,12,24,12,93,111,81,535,6,68
ACYP1,54,93,170,245,277,233,334,173,146
ACYP2,189,253,750,759,970,847,1177,666,576
ADA,48,103,255,312,164,58,219,434,212
ADA2,144,283,624,813,881,334,1104,189,652
ADAD1,0,0,0,1,0,2,0,0,6
ADAD1P2,0,0,0,0,0,0,0,0,0
ADAD2,25,38,59,135,105,53,107,64,64
ADAL,148,129,416,357,509,430,440,309,344
ADAM10,704,816,1857,2213,2457,1505,4102,1209,1636
ADAM11,4520,5900,10121,9578,11951,8752,12690,5890,6020
ADAM12,29,50,142,125,99,57,126,83,109
ADAM15,1198,1661,4431,4064,3471,2247,5483,2076,2530
ADAM17,142,210,514,406,511,306,713,417,390
ADAM18,0,0,0,0,0,6,0,2,5
ADAM19,227,333,612,617,831,463,1064,346,438
ADAM1B,9,10,38,35,42,29,52,59,39
ADAM2,0,0,2,0,0,4,0,0,5
ADAM20,7,13,15,3,23,12,22,23,16
ADAM20P1,3,9,14,3,15,5,8,17,5
ADAM20P3,0,0,0,0,1,1,0,0,2
ADAM21,11,16,33,27,37,19,24,24,26
ADAM21P1,2,0,3,2,2,1,1,0,1
ADAM22,1500,1564,3840,3726,5670,3944,6736,2019,2598
ADAM23,1714,1935,4711,4180,6265,4402,5737,2496,2100
ADAM24P,0,0,0,0,0,1,0,0,0
ADAM28,23,36,52,289,130,83,497,80,117
ADAM29,3,5,11,14,19,15,18,11,18
ADAM30,0,0,1,0,0,0,0,0,0
ADAM32,23,15,59,43,81,44,78,85,54
ADAM33,197,498,524,287,666,420,881,321,374
ADAM3A,0,0,0,0,0,3,0,1,9
ADAM3B,1,1,0,0,3,3,0,0,1
ADAM5,0,2,3,3,9,6,3,16,3
ADAM7,1,2,1,2,4,5,1,9,3
ADAM8,72,115,165,144,173,111,229,287,139
ADAM9,395,457,1189,1446,1384,945,2202,797,956
ADAMDEC1,1,0,4,0,3,2,2,8,1
ADAMTS1,299,678,2889,1887,603,293,2185,3348,1085
ADAMTS10,1009,1553,2520,1760,3194,2291,3876,1593,2235
ADAMTS12,4,4,7,9,8,8,21,8,17
ADAMTS13,590,846,1454,1122,1466,862,1620,1112,1024
ADAMTS14,184,117,113,526,166,87,539,561,540
ADAMTS15,32,62,64,61,110,44,128,86,90
ADAMTS16,130,163,275,231,484,273,550,118,249
ADAMTS17,45,46,116,70,166,104,206,91,172
ADAMTS18,28,1,54,6,173,37,16,6,15
ADAMTS19,43,45,134,79,195,103,196,73,91
ADAMTS19-AS1,9,8,12,5,13,10,30,13,11
ADAMTS2,152,258,784,330,535,651,684,274,388
ADAMTS20,0,2,7,2,6,10,5,7,8
ADAMTS3,81,105,210,201,480,184,476,145,198
ADAMTS4,851,664,3168,6351,1496,479,5598,3097,2409
ADAMTS5,37,22,80,48,134,78,135,34,87
ADAMTS6,18,15,55,22,55,54,49,25,47
ADAMTS7,75,75,319,236,303,124,388,148,241
ADAMTS7P3,3,3,3,4,4,5,2,3,5
ADAMTS7P4,4,20,18,8,20,23,8,10,12
ADAMTS8,403,646,701,887,1773,608,1828,645,799
ADAMTS9,62,65,3400,1312,206,160,255,4666,226
ADAMTS9-AS1,4,11,42,32,41,14,51,46,20
ADAMTS9-AS2,47,54,148,68,165,96,146,172,134
ADAMTSL1,62,83,146,212,187,96,222,97,86
ADAMTSL2,322,395,632,647,1058,625,1278,332,589
ADAMTSL3,72,90,198,169,177,161,358,150,154
ADAMTSL4,36,123,315,236,163,93,210,295,157
ADAMTSL4-AS1,1,4,9,4,6,2,7,7,5
ADAMTSL5,31,56,139,74,92,67,95,69,105
ADAP1,550,805,2003,2020,2632,2036,3095,1613,1737
ADAP2,55,94,160,254,294,194,503,170,213
ADAR,4551,5372,12657,12385,17486,11542,19324,6656,9640
ADARB1,1489,1811,4229,3303,5707,3406,5898,2064,2813
ADARB2,346,389,581,1036,1210,574,2099,274,1403
ADARB2-AS1,9,36,21,33,57,26,137,24,68
ADAT1,381,397,784,707,928,612,907,460,614
ADAT2,60,52,126,115,169,110,199,74,102
ADAT3,23,25,85,85,93,41,154,110,112
ADCK1,224,261,635,673,789,465,850,297,536
ADCK2,217,358,699,840,1148,834,1477,607,613
ADCK5,184,288,521,388,676,474,636,314,398
ADCY1,9860,11804,26500,21057,35895,21638,36503,14430,16682
ADCY10,2,12,42,17,19,29,30,134,29
ADCY10P1,135,152,240,309,277,153,478,459,204
ADCY2,2546,3742,8741,6495,12473,7633,12366,5105,6766
ADCY3,1128,1395,2740,2596,3304,1931,4840,1766,2060
ADCY4,166,202,728,296,465,265,485,296,330
ADCY5,3534,5028,10070,8720,13066,8649,17293,5621,9098
ADCY6,1118,1466,2422,2115,2933,1895,4123,1487,2012
ADCY6-DT,1,1,5,3,8,8,8,7,2
ADCY7,145,227,387,401,610,389,883,337,266
ADCY8,211,287,712,659,921,484,1068,371,648
ADCY9,913,997,2568,1531,2629,1518,3238,1421,1707
ADCYAP1,193,167,674,527,1035,578,936,245,393
ADCYAP1R1,2221,4013,9614,6935,12423,6545,13302,4274,11133
ADD1,7036,8309,20906,18965,25438,15306,26886,11217,15242
ADD2,4400,5355,13493,10824,17731,12946,18096,6562,7338
ADD3,944,1697,5564,3338,6687,3329,10005,3330,7346
ADD3-AS1,15,21,37,34,89,56,85,39,53
ADGB,1,2,4,6,5,3,4,5,12
ADGRA1,2757,3707,6912,4837,8096,5290,7086,2739,4327
ADGRA2,980,1272,1095,806,2244,1416,3595,763,2125
ADGRA3,153,455,1271,724,1351,657,1745,556,1706
ADGRB1,6995,10256,21458,12077,23131,12540,29445,9564,19086
ADGRB2,17325,25549,48384,34133,53132,30606,51557,23630,32906
ADGRB3,1147,1359,3336,3237,4641,2924,5057,2042,2273
ADGRD1,70,134,530,322,229,208,313,334,172
ADGRD2,0,0,1,0,2,3,1,7,3
ADGRE1,0,1,3,26,0,6,1,2,11
ADGRE2,23,24,194,350,51,35,81,142,101
ADGRE3,0,0,6,0,1,5,2,2,8
ADGRE4P,1,7,2,7,7,4,2,11,14
ADGRE5,116,144,247,727,243,171,654,200,436
ADGRF1,0,0,1,0,1,2,0,1,10
ADGRF2,1,2,5,0,5,3,1,2,1
ADGRF3,15,16,56,35,29,36,72,31,30
ADGRF4,0,0,2,0,4,2,2,4,2
ADGRF5,779,560,1060,711,1802,1126,2480,1124,1124
ADGRF5P1,2,12,28,22,22,35,34,14,60
ADGRG1,1440,3614,15616,10219,8661,4235,10998,5588,11194
ADGRG2,8,10,28,21,45,33,26,14,42
ADGRG3,1,4,10,30,4,3,16,4,11
ADGRG4,0,0,3,0,1,2,0,4,5
ADGRG5,3,6,27,31,17,21,65,4,13
ADGRG6,35,47,25,43,93,52,230,106,77
ADGRG7,0,0,1,0,1,2,0,0,4
ADGRL1,10130,13601,25406,20159,30971,18339,33903,14987,18216
ADGRL2,940,1014,2895,1691,3032,2223,2823,1888,1471
ADGRL3,1282,1825,3822,3389,5577,3117,6671,2050,3701
ADGRL4,85,63,311,201,254,171,320,394,207
ADGRV1,289,784,2324,898,2997,1073,3216,893,2795
ADH1A,0,1,0,1,1,1,0,3,0
ADH1B,7,20,37,18,15,34,16,43,18
ADH1C,0,0,0,2,2,0,2,2,2
ADH4,0,0,1,0,1,0,0,3,2
ADH5,545,758,1883,1664,2480,1891,2568,1263,1751
ADH5P2,0,0,1,0,0,1,0,0,0
ADH5P3,6,3,9,3,12,6,9,11,10
ADH5P5,0,0,0,0,0,0,0,0,1
ADH6,0,1,1,0,3,2,1,3,2
ADH7,0,0,1,0,0,7,0,0,6
ADHFE1,97,156,654,394,676,259,569,248,572
ADI1,214,289,720,631,940,609,1162,526,722
ADI1P3,0,0,0,0,0,0,0,1,1
ADIG,1,0,0,0,0,1,1,0,3
ADIPOQ,0,1,2,2,2,3,3,1,4
ADIPOQ-AS1,0,0,0,0,1,0,0,0,0
ADIPOR1,862,1156,2459,2617,3061,1937,4025,1765,2048
ADIPOR2,1361,1536,3784,6647,3385,1737,6303,3345,3233
ADIRF,0,0,0,0,0,0,0,0,0
ADIRF-AS1,22,70,68,96,93,78,83,88,56
ADK,130,183,625,419,758,526,743,400,436
ADM,20,16,245,557,46,33,68,354,64
ADM2,6,7,5,12,11,12,25,11,9
ADM5,12,8,12,32,41,21,32,40,17
ADNP,859,1080,2815,2569,3689,2151,4412,2038,2141
ADNP-AS1,4,14,35,26,29,19,50,42,25
ADNP2,264,291,732,780,1032,669,1360,855,614
ADO,376,389,809,994,1187,822,2058,700,829
ADORA1,1976,2562,4076,5924,5817,3640,6945,2672,3972
ADORA2A,7,14,14,13,27,12,19,67,11
ADORA2A-AS1,11,12,17,18,24,24,29,77,13
ADORA2B,44,85,353,179,205,98,345,212,210
ADPGK,244,293,672,646,778,587,1039,539,531
ADPGK-AS1,2,8,20,23,27,16,26,15,22
ADPRH,48,38,89,117,75,63,147,54,57
ADPRHL1,104,100,273,210,355,269,279,247,128
ADPRM,25,38,124,102,134,85,126,109,72
ADPRS,279,453,960,1285,1164,744,1375,781,798
ADRA1A,89,128,331,193,420,187,422,141,265
ADRA1B,596,801,1559,1118,2773,1353,2184,590,1363
ADRA1D,181,159,391,314,454,483,308,158,271
ADRA2A,208,245,670,417,788,586,1114,307,287
ADRA2C,98,215,323,265,683,398,796,266,407
ADRB1,129,186,791,440,863,514,1013,463,490
ADRB2,9,19,79,54,58,45,124,78,80
ADRB3,3,3,7,8,15,5,8,6,15
ADRM1,202,291,728,611,893,608,1022,475,550
ADSL,235,330,698,588,870,559,992,512,492
ADSS1,83,90,177,425,297,167,426,196,299
ADSS2,439,465,1242,1198,1510,1120,1969,683,768
ADTRP,51,51,106,148,181,117,162,107,53
AEBP1,346,2059,3589,1714,2150,1465,4046,2458,3723
AEBP2,266,319,840,754,1154,818,1210,624,685
AEN,139,155,501,290,460,241,405,372,248
AFAP1,594,597,1876,1190,2245,1152,2682,653,1613
AFAP1-AS1,12,32,77,56,72,57,88,29,34
AFAP1L1,73,55,188,115,260,122,262,186,162
AFAP1L2,542,634,1230,825,1994,1073,2265,787,1397
AFDN,1386,1658,4020,3826,5483,3431,6860,2823,3256
AFF1,291,357,1017,930,1020,649,1771,940,833
AFF2,356,493,1000,895,1538,1260,1501,727,1086
AFF3,1130,1555,4192,2701,5602,3373,5582,2020,2526
AFF4,1328,1671,4600,4022,5186,3176,6540,3621,3387
AFG1L,65,50,149,152,251,159,334,107,178
AFG3L1P,295,393,763,568,660,437,672,575,563
AFG3L2,403,496,1287,1233,1691,1273,2051,688,899
AFG3L2P1,0,0,1,0,0,1,1,0,1
AFM,0,0,0,0,0,3,1,2,1
AFMID,253,284,345,772,580,406,989,611,601
AFP,0,1,4,0,1,4,3,0,1
AFTPH,933,1019,2804,2061,3597,2324,3691,1833,1701
AGA,71,78,127,283,286,108,393,142,268
AGAP1,5510,7163,15722,13617,20252,13423,27213,8530,15634
AGAP1-IT1,2,6,2,4,15,5,14,28,13
AGAP11,1,0,1,0,0,4,2,0,3
AGAP2,8425,13527,30372,17287,34902,24182,37507,15190,23380
AGAP2-AS1,4,7,3,6,8,11,14,8,6
AGAP3,7298,10964,27051,17355,30591,21616,30711,14936,18451
AGAP4,18,12,107,1,29,3,5,86,24
AGAP5,9,8,25,2,14,5,13,19,6
AGAP6,126,208,481,241,331,219,452,263,191
AGAP9,0,0,3,6,3,3,3,2,1
AGBL1-AS1,0,0,2,1,2,1,1,2,2
AGBL2,3,4,11,12,9,15,10,2,13
AGBL3,35,31,91,82,134,65,179,76,104
AGBL4,218,256,505,471,750,575,697,319,336
AGBL4-AS1,0,1,2,1,1,4,2,2,2
AGBL4-IT1,2,3,9,1,2,1,6,5,0
AGBL5,469,558,1181,774,1537,1069,1511,809,937
AGBL5-AS1,1,1,4,4,5,5,3,6,6
AGER,24,65,96,106,121,95,210,134,73
AGFG1,754,907,2298,2379,3074,1933,4136,1512,1709
AGFG2,525,799,2455,1524,2002,1268,2063,1201,1480
AGGF1,538,631,2127,1803,2773,2014,3551,1324,1677
AGGF1P4,0,0,0,0,0,0,0,0,0
AGGF1P6,0,0,1,1,0,0,1,0,0
AGGF1P7,0,0,0,0,0,0,0,0,0
AGGF1P8,0,0,0,0,0,0,0,0,1
AGGF1P9,0,0,1,0,0,1,0,0,2
AGK,460,589,1590,1260,1798,1236,1945,899,1035
AGKP1,0,0,1,0,0,0,0,0,0
AGKP2,0,0,1,0,0,1,0,0,0
